staff_id,first_name,last_name,gender,hospital,city,state,department,job_title,education_level,hire_date,birth_date,performance_rating,night_shift,shift_type,certification_level,base_salary,adjusted_salary,termdate
HC-564070,Curtis,Powell,Male,Lakeside Clinic,Rochester,New York,Pharmacy,Inventory Clerk,High School,2020-11-16,1991-10-07,Good,Yes,Night,Basic,118952,129063,
HC-708647,Paige,Young,Male,Valley Hospital,Rochester,New York,Admin,Receptionist,High School,2016-03-07,1994-04-02,Outstanding,No,Night,Advanced,50413,54320,
HC-665703,Jennifer,Smith,Female,Lakeside Clinic,San Diego,California,Emergency,Paramedic,Associate,2019-02-15,1983-11-17,Outstanding,No,Night,Specialized,109567,120769,2020-10-12
HC-295881,Nancy,Morse,Female,Valley Hospital,Los Angeles,California,Pediatrics,Child Therapist,Master,2023-05-24,2001-12-10,Needs Improvement,No,Night,Advanced,103215,124725,
HC-288859,Thomas,Miller,Female,Lakeside Clinic,Buffalo,New York,Radiology,MRI Technician,Bachelor,2022-03-30,1984-10-11,Good,Yes,Day,Specialized,107951,124372,2024-03-28
HC-308222,Alejandro,Taylor,Male,Sunrise Medical,San Diego,California,Cardiology,Cardiologist,MD,2020-03-31,1996-10-31,Good,No,Night,Specialized,87364,126492,
HC-761821,Katherine,King,Male,Hope Wellness Center,Austin,Texas,Radiology,MRI Technician,Bachelor,2019-03-29,1976-06-03,Average,Yes,Night,Advanced,92980,114807,
HC-892589,Lauren,Li,Female,Lakeside Clinic,Rochester,New York,Pharmacy,Inventory Clerk,High School,2020-06-22,1998-01-11,Good,No,Evening,Advanced,84757,85954,2022-06-04
HC-539935,Kendra,Montgomery,Male,Hope Wellness Center,New York City,New York,Pharmacy,Pharmacist,PhD,2020-09-24,1977-08-26,Good,No,Night,Specialized,123929,180441,
HC-590479,Cynthia,Guerrero,Female,General Health Center,Orlando,Florida,Emergency,ER Doctor,MD,2022-08-03,1995-07-14,Average,Yes,Evening,None,110030,151697,
HC-946445,Danielle,Browning,Female,General Health Center,New York City,New York,Pediatrics,Child Therapist,Master,2019-06-05,1986-05-24,Average,Yes,Night,Specialized,83019,103869,
HC-156051,Terry,Williams,Female,Unity Health,Rochester,New York,Emergency,Paramedic,Associate,2019-07-16,1996-11-15,Outstanding,Yes,Night,Basic,44529,47638,
HC-609227,Michelle,Tucker,Female,Lakeside Clinic,New York City,New York,Pharmacy,Pharmacy Technician,Bachelor,2022-02-18,1979-01-15,Good,No,Day,None,73041,85106,
HC-519838,Debra,White,Female,Metro Medical,San Diego,California,Admin,Billing Specialist,Bachelor,2023-04-17,1987-09-08,Good,No,Evening,Basic,116154,132912,
HC-121883,Andrew,Wall,Female,Hope Wellness Center,Austin,Texas,Oncology,Lab Technician,Bachelor,2018-09-12,1988-11-18,Good,No,Night,Advanced,102915,117494,
HC-618972,Mitchell,Jones,Male,Metro Medical,Houston,Texas,Pediatrics,Pediatrician,MD,2020-09-08,1997-10-24,Average,No,Day,Advanced,122460,176893,
HC-933016,Karen,Espinoza,Female,Metro Medical,San Diego,California,Radiology,X-Ray Technician,Associate,2022-06-29,1992-11-30,Average,No,Day,Specialized,70870,76525,
HC-766318,Justin,Murray,Female,Lakeside Clinic,Austin,Texas,Admin,Admin Assistant,High School,2019-12-21,1995-05-06,Average,No,Night,None,55832,57018,2022-07-04
HC-170849,Ian,Reed,Male,Metro Medical,San Francisco,California,Cardiology,Cardiologist,MD,2014-11-19,1986-06-09,Outstanding,No,Evening,Specialized,63567,94182,
HC-740075,Lisa,Zhang,Male,Mercy Hospital,Miami,Florida,Cardiology,Technician,Associate,2024-08-04,2000-03-16,Average,Yes,Night,Specialized,121052,135049,
HC-944593,Gregory,Bolton,Female,Lakeside Clinic,Chicago,Illinois,Pediatrics,Child Therapist,Master,2016-06-07,1990-09-21,Good,No,Evening,None,123705,153363,
HC-914351,Karen,Reeves,Male,General Health Center,San Diego,California,Pharmacy,Pharmacy Technician,Bachelor,2018-07-31,1983-04-27,Outstanding,No,Evening,Specialized,48687,59179,
HC-130608,Jacob,Peters,Male,Hope Wellness Center,Rochester,New York,Cardiology,Cardiac Nurse,Bachelor,2020-02-07,1991-07-20,Needs Improvement,No,Evening,Basic,98060,117035,2021-04-03
HC-458247,Laura,Dixon,Male,Unity Health,New York City,New York,Radiology,X-Ray Technician,Associate,2017-03-11,1973-05-19,Good,Yes,Night,None,111264,132015,
HC-360010,James,Lambert,Female,Metro Medical,Los Angeles,California,Oncology,Oncologist,MD,2023-03-02,1995-10-31,Good,No,Day,None,49861,68743,
HC-872287,Andrea,Simmons,Male,Sunrise Medical,Chicago,Illinois,Pharmacy,Pharmacy Technician,Bachelor,2014-01-08,1976-11-18,Average,Yes,Day,Basic,51872,64049,
HC-446585,Joan,Williams,Female,Metro Medical,Tampa,Florida,Admin,Admin Assistant,High School,2024-03-06,2001-11-16,Good,No,Day,Specialized,78693,79244,
HC-172839,Michael,Sloan,Female,General Health Center,Dallas,Texas,Admin,Billing Specialist,Bachelor,2017-10-09,1983-03-26,Good,No,Night,Advanced,67629,78093,
HC-139514,Adriana,Guzman,Female,Mercy Hospital,Buffalo,New York,Admin,Billing Specialist,Bachelor,2017-07-30,1986-01-26,Good,No,Day,Basic,52638,60370,
HC-517146,Christopher,Simmons,Male,Lakeside Clinic,Austin,Texas,Emergency,ER Nurse,Bachelor,2015-07-30,1989-03-10,Good,No,Evening,Specialized,136925,164173,
HC-364381,Christopher,Lee,Male,Metro Medical,Rochester,New York,Admin,Receptionist,High School,2018-04-01,1995-09-15,Good,Yes,Evening,None,91570,98438,
HC-164284,Jennifer,Reed,Female,Sunrise Medical,San Diego,California,Radiology,X-Ray Technician,Associate,2018-10-24,1976-12-24,Average,No,Day,Specialized,99392,111289,
HC-654029,Wendy,Smith,Male,Hope Wellness Center,New York City,New York,Cardiology,Technician,Associate,2022-06-24,1995-01-03,Good,No,Day,Advanced,56023,63236,
HC-669779,Angelica,Ellison,Female,Unity Health,Austin,Texas,Admin,Admin Assistant,High School,2013-11-25,1977-07-26,Good,No,Day,None,106031,112817,
HC-792797,Donna,Lynch,Female,General Health Center,Miami,Florida,Admin,Receptionist,High School,2018-10-16,1979-05-26,Average,Yes,Night,None,135212,143223,
HC-209819,Kimberly,Bryant,Female,Unity Health,San Francisco,California,Emergency,Paramedic,Associate,2014-07-03,1991-09-14,Good,No,Night,Advanced,91210,98715,
HC-384608,Robert,Mack,Male,Unity Health,Rochester,New York,Admin,Receptionist,High School,2020-03-27,1977-12-07,Outstanding,No,Evening,Advanced,110693,123976,
HC-760387,Lisa,Barr,Female,Sunrise Medical,Rochester,New York,Oncology,Oncology Nurse,Bachelor,2018-05-11,1985-08-11,Average,Yes,Evening,None,69527,79921,
HC-944686,Madeline,Tran,Female,Hope Wellness Center,Miami,Florida,Pediatrics,Child Therapist,Master,2016-09-27,1974-04-12,Average,No,Evening,Advanced,122998,158095,
HC-717685,George,Mccullough,Female,Valley Hospital,Miami,Florida,Pediatrics,Child Therapist,Master,2023-08-01,1986-05-03,Good,Yes,Night,None,42717,53445,
HC-958091,James,Mathis,Male,General Health Center,Miami,Florida,Pharmacy,Inventory Clerk,High School,2021-03-10,1977-01-13,Needs Improvement,No,Night,Basic,137292,153767,
HC-964672,Mark,Jones,Male,Valley Hospital,Springfield,Illinois,Pharmacy,Pharmacy Technician,Bachelor,2019-04-18,1980-07-31,Needs Improvement,No,Night,Specialized,81220,99393,2021-08-06
HC-270115,Jared,Barker,Male,Sunrise Medical,Orlando,Florida,Cardiology,Cardiologist,MD,2021-02-09,1982-09-30,Good,No,Day,Advanced,81394,121694,
HC-980184,Sandra,Garcia,Female,Lakeside Clinic,Rochester,New York,Admin,Admin Assistant,High School,2015-08-06,1987-07-01,Average,Yes,Day,Advanced,120198,125036,
HC-957553,Matthew,Chambers,Male,Lakeside Clinic,Rochester,New York,Pediatrics,Child Therapist,Master,2015-12-22,1979-10-21,Good,No,Day,None,43074,57633,
HC-261391,Roy,Morales,Female,Lakeside Clinic,Houston,Texas,Pharmacy,Pharmacy Technician,Bachelor,2023-05-10,1987-08-09,Good,Yes,Evening,Advanced,74326,85049,
HC-568368,Sherri,Rogers,Male,Unity Health,San Francisco,California,Pharmacy,Pharmacy Technician,Bachelor,2016-01-12,1972-01-24,Good,No,Night,Specialized,78091,97282,
HC-928272,John,Andrade,Male,Valley Hospital,Austin,Texas,Pharmacy,Inventory Clerk,High School,2014-11-26,1979-02-21,Average,No,Day,Basic,84760,94507,
HC-184586,Jose,Barnes,Female,Unity Health,New York City,New York,Admin,Admin Assistant,High School,2018-09-13,1992-11-03,Good,Yes,Night,Basic,46907,48238,
HC-301807,Kristin,Owens,Female,Lakeside Clinic,Los Angeles,California,Radiology,X-Ray Technician,Associate,2019-12-16,1995-01-15,Good,Yes,Evening,Basic,90893,97466,
HC-336060,Jenna,Stephenson,Male,Unity Health,Orlando,Florida,Cardiology,Technician,Associate,2016-10-28,1994-03-04,Average,No,Night,None,138131,156278,
HC-370778,Cynthia,Gardner,Male,Mercy Hospital,Buffalo,New York,Pharmacy,Inventory Clerk,High School,2023-02-20,1981-01-30,Needs Improvement,No,Night,None,110158,122275,
HC-824958,Bryan,Sparks,Female,General Health Center,Austin,Texas,Admin,Billing Specialist,Bachelor,2020-07-11,1976-08-15,Average,Yes,Day,None,61792,72483,
HC-909262,Jessica,Christensen,Male,General Health Center,Tampa,Florida,Admin,Receptionist,High School,2019-05-09,1988-11-10,Good,Yes,Evening,Basic,47874,52302,
HC-517131,Emily,Harmon,Male,Hope Wellness Center,Los Angeles,California,Admin,Receptionist,High School,2020-11-06,1984-04-26,Good,No,Evening,Basic,52157,57503,
HC-204777,Don,Nicholson,Male,Unity Health,Los Angeles,California,Pharmacy,Pharmacist,PhD,2018-01-26,1974-02-28,Good,Yes,Evening,None,40103,58781,2020-08-18
HC-692096,Kara,Gould,Male,Hope Wellness Center,New York City,New York,Cardiology,Technician,Associate,2023-06-04,1980-10-03,Average,No,Evening,Specialized,96218,112395,
HC-344296,Tyler,Montoya,Male,Sunrise Medical,San Diego,California,Pharmacy,Pharmacy Technician,Bachelor,2015-01-26,1983-04-22,Average,Yes,Day,Specialized,103438,125729,
HC-311787,Maureen,Harris,Male,Metro Medical,Dallas,Texas,Oncology,Lab Technician,Bachelor,2018-12-27,1994-02-08,Average,No,Day,Specialized,40861,48431,
HC-514120,Allen,Nichols,Female,Valley Hospital,Naperville,Illinois,Emergency,Paramedic,Associate,2018-05-27,1976-12-21,Good,No,Evening,Advanced,94943,106307,
HC-874033,Brian,Reynolds,Female,General Health Center,Dallas,Texas,Emergency,ER Nurse,Bachelor,2014-10-07,1977-10-12,Average,Yes,Day,Advanced,119544,139914,
HC-980708,Bonnie,Green,Female,Unity Health,Naperville,Illinois,Pediatrics,Pediatric Nurse,Bachelor,2018-10-30,1978-01-10,Good,No,Evening,Basic,123335,144029,
HC-589279,Lisa,Patel,Female,Valley Hospital,Naperville,Illinois,Pharmacy,Pharmacy Technician,Bachelor,2024-07-04,1992-01-07,Average,Yes,Day,Advanced,100210,113359,
HC-565838,Janet,Evans,Male,Sunrise Medical,Dallas,Texas,Radiology,X-Ray Technician,Associate,2019-12-13,1979-09-18,Good,No,Night,Specialized,134037,156924,
HC-605817,Erica,Hardin,Female,Lakeside Clinic,San Diego,California,Pediatrics,Pediatrician,MD,2020-02-17,1980-07-01,Average,No,Evening,None,90859,129636,
HC-756920,Kevin,Mccarthy,Male,Metro Medical,Rochester,New York,Pharmacy,Pharmacy Technician,Bachelor,2013-01-09,1968-02-02,Average,No,Day,Basic,126060,158426,
HC-603758,Brandon,Holmes,Female,Sunrise Medical,Miami,Florida,Emergency,Paramedic,Associate,2022-12-20,1997-01-23,Outstanding,Yes,Evening,None,120613,128733,
HC-470082,Cynthia,Ruiz,Male,Mercy Hospital,San Francisco,California,Oncology,Lab Technician,Bachelor,2020-06-11,1997-10-16,Good,No,Night,Specialized,124684,146753,
HC-950099,James,Malone,Male,Lakeside Clinic,Buffalo,New York,Oncology,Oncologist,MD,2017-04-13,1992-08-09,Average,No,Night,Specialized,135472,197975,
HC-799850,Timothy,Melendez,Female,Lakeside Clinic,Los Angeles,California,Pharmacy,Inventory Clerk,High School,2021-01-04,1995-08-30,Needs Improvement,Yes,Day,None,125262,127924,
HC-421867,Sydney,Ramirez,Male,Lakeside Clinic,Springfield,Illinois,Admin,Receptionist,High School,2023-08-23,1997-08-30,Average,No,Evening,Specialized,49869,53360,2025-07-20
HC-836119,Jonathan,Ramsey,Female,Sunrise Medical,Los Angeles,California,Admin,Admin Assistant,High School,2017-04-22,1975-02-17,Outstanding,Yes,Night,Advanced,130006,138944,
HC-817986,Bradley,Ward,Male,Mercy Hospital,San Francisco,California,Pediatrics,Child Therapist,Master,2022-11-13,1993-10-20,Average,No,Night,Advanced,52009,67404,
HC-512663,Kelly,Foster,Female,Metro Medical,San Francisco,California,Radiology,Radiologist,MD,2023-01-24,1980-08-17,Good,No,Night,None,96938,138309,
HC-294179,Daniel,Martinez,Female,Valley Hospital,Springfield,Illinois,Oncology,Lab Technician,Bachelor,2021-05-03,1983-05-02,Average,No,Day,Advanced,134324,155107,
HC-829379,Julie,Duncan,Female,Sunrise Medical,Buffalo,New York,Admin,Billing Specialist,Bachelor,2018-02-18,1995-09-20,Good,No,Night,Basic,43501,48868,
HC-703652,Kathleen,Murillo,Male,General Health Center,New York City,New York,Radiology,MRI Technician,Bachelor,2014-09-07,1990-02-16,Needs Improvement,No,Night,Basic,74479,89096,
HC-309751,Jesse,Choi,Female,General Health Center,Houston,Texas,Admin,Receptionist,High School,2021-06-04,1993-11-10,Average,No,Evening,Basic,82170,84306,
HC-556254,Heather,Anderson,Female,Sunrise Medical,Dallas,Texas,Pediatrics,Child Therapist,Master,2014-01-31,1976-05-17,Good,No,Evening,Specialized,120680,154428,
HC-759549,Kimberly,Page,Male,Valley Hospital,San Diego,California,Oncology,Oncologist,MD,2016-10-19,1990-08-07,Good,No,Evening,Advanced,52333,76831,
HC-838021,Katherine,Everett,Male,General Health Center,Miami,Florida,Pediatrics,Pediatric Nurse,Bachelor,2018-07-21,1992-09-18,Good,No,Day,Specialized,137673,163934,2020-06-02
HC-404328,Rebecca,Morrow,Male,Valley Hospital,Orlando,Florida,Emergency,ER Doctor,MD,2013-06-28,1978-06-23,Average,No,Evening,Specialized,79507,119946,
HC-236821,Samuel,Watson,Male,Lakeside Clinic,Miami,Florida,Emergency,Paramedic,Associate,2020-01-24,1994-07-02,Average,No,Evening,Basic,135599,153413,
HC-416496,Steven,Jones,Female,Sunrise Medical,Austin,Texas,Emergency,Paramedic,Associate,2018-10-15,1977-08-09,Good,Yes,Night,Basic,116506,130161,
HC-989753,Christopher,Maddox,Female,Lakeside Clinic,Naperville,Illinois,Admin,Receptionist,High School,2014-03-23,1971-06-16,Good,No,Day,None,112939,121776,2016-03-05
HC-427333,Cynthia,Martin,Female,General Health Center,San Diego,California,Radiology,X-Ray Technician,Associate,2016-04-11,1990-06-23,Good,No,Evening,Basic,97419,105678,
HC-599936,Benjamin,Ward,Male,Valley Hospital,Springfield,Illinois,Emergency,ER Doctor,MD,2016-08-02,1989-04-27,Needs Improvement,No,Evening,None,57122,84055,2017-03-28
HC-802969,Jocelyn,Ortiz,Male,Lakeside Clinic,San Francisco,California,Cardiology,Technician,Associate,2023-07-05,1989-10-29,Average,Yes,Evening,Basic,74858,85675,
HC-107361,Deanna,Tyler,Female,General Health Center,Tampa,Florida,Emergency,ER Nurse,Bachelor,2021-10-29,1980-03-22,Average,No,Evening,Advanced,74240,86309,
HC-590326,Daniel,Peters,Female,Unity Health,Houston,Texas,Admin,Receptionist,High School,2017-09-07,1990-07-01,Good,Yes,Day,Advanced,92551,95617,
HC-985840,Terri,Sandoval,Female,Mercy Hospital,Houston,Texas,Admin,Billing Specialist,Bachelor,2018-10-11,1986-09-22,Average,No,Day,Specialized,117688,134975,
HC-286624,Billy,Sims,Male,Lakeside Clinic,Tampa,Florida,Admin,Admin Assistant,High School,2018-10-17,1994-05-07,Good,No,Evening,None,72445,78059,
HC-489615,Todd,Flores,Male,Mercy Hospital,Dallas,Texas,Radiology,MRI Technician,Bachelor,2020-04-30,1978-03-12,Average,Yes,Night,Advanced,82952,101969,
HC-373207,Ashley,Saunders,Female,Mercy Hospital,Houston,Texas,Oncology,Lab Technician,Bachelor,2018-07-16,1974-04-29,Good,No,Night,Advanced,40931,48226,
HC-756006,Dorothy,Cortez,Male,Metro Medical,New York City,New York,Radiology,Radiologist,MD,2017-01-13,1981-11-24,Outstanding,Yes,Evening,Advanced,132959,199239,
HC-652123,Margaret,Burke,Female,Hope Wellness Center,New York City,New York,Admin,Admin Assistant,High School,2018-10-07,1983-08-01,Average,No,Evening,Specialized,107850,113216,
HC-412598,Shane,Craig,Female,General Health Center,Buffalo,New York,Pharmacy,Pharmacist,PhD,2016-04-25,1973-01-12,Average,Yes,Day,None,63435,88527,
HC-578294,Robert,Black,Female,Sunrise Medical,San Diego,California,Emergency,ER Nurse,Bachelor,2013-11-05,1974-11-23,Good,Yes,Day,Basic,85894,101204,
HC-736116,Alan,Rowland,Female,Valley Hospital,Orlando,Florida,Pharmacy,Pharmacy Technician,Bachelor,2019-09-26,1977-12-17,Average,No,Day,Advanced,87488,102396,
HC-232957,Charles,Kelly,Male,Unity Health,Miami,Florida,Pharmacy,Pharmacy Technician,Bachelor,2022-06-16,1983-08-28,Average,No,Night,None,90711,110259,
HC-116217,Jacob,Mcdaniel,Male,General Health Center,Austin,Texas,Admin,Billing Specialist,Bachelor,2015-05-07,1982-09-06,Average,No,Day,Advanced,54140,65956,
HC-610869,Michael,Rogers,Male,Metro Medical,Orlando,Florida,Radiology,X-Ray Technician,Associate,2020-03-20,1987-04-27,Needs Improvement,No,Evening,Specialized,53976,62059,2021-02-23
HC-946632,Justin,Malone,Male,Metro Medical,Austin,Texas,Cardiology,Cardiac Nurse,Bachelor,2014-01-14,1972-10-03,Average,No,Night,None,44273,55153,
HC-785897,Samantha,Erickson,Female,Unity Health,Los Angeles,California,Radiology,Radiologist,MD,2017-09-04,1981-06-15,Good,No,Day,None,122490,174374,
HC-277649,Holly,Gordon,Female,Lakeside Clinic,San Francisco,California,Admin,Billing Specialist,Bachelor,2019-07-11,1977-12-20,Good,No,Day,Advanced,108128,126553,
HC-362564,Briana,Mcdowell,Female,Valley Hospital,San Diego,California,Oncology,Oncology Nurse,Bachelor,2019-08-23,1975-11-23,Average,No,Day,None,57651,67776,
HC-580966,Derek,Mcpherson,Female,Metro Medical,Buffalo,New York,Radiology,X-Ray Technician,Associate,2014-02-08,1978-12-03,Average,No,Evening,None,82164,91589,
HC-503886,Jody,Gibson,Female,Sunrise Medical,New York City,New York,Pharmacy,Inventory Clerk,High School,2019-02-20,1987-08-31,Good,No,Day,None,117416,122142,2020-03-18
HC-200780,Sara,Smith,Male,General Health Center,Naperville,Illinois,Radiology,MRI Technician,Bachelor,2018-10-03,1988-04-23,Good,No,Evening,Advanced,41836,50276,
HC-651719,Kathleen,Jones,Female,Sunrise Medical,New York City,New York,Oncology,Oncologist,MD,2020-02-15,1998-03-05,Good,No,Night,Basic,61833,84654,
HC-693677,Richard,Watts,Female,Lakeside Clinic,San Diego,California,Pediatrics,Child Therapist,Master,2013-05-14,1979-06-29,Good,No,Evening,None,119301,151644,2014-02-12
HC-747725,Heather,Stafford,Female,Hope Wellness Center,Chicago,Illinois,Admin,Receptionist,High School,2017-04-12,1972-12-10,Average,Yes,Evening,None,60257,64829,
HC-828272,Andrew,Benson,Female,General Health Center,Chicago,Illinois,Oncology,Lab Technician,Bachelor,2016-04-23,1981-06-05,Good,Yes,Evening,Advanced,56613,65668,
HC-961328,Timothy,Boyd,Male,Lakeside Clinic,Dallas,Texas,Oncology,Oncology Nurse,Bachelor,2020-04-03,1981-04-10,Outstanding,Yes,Evening,Basic,108770,132808,
HC-114947,Susan,Martinez,Female,Valley Hospital,Miami,Florida,Pediatrics,Pediatrician,MD,2016-04-16,1982-10-27,Good,Yes,Evening,Specialized,63385,90030,
HC-534167,Susan,Brown,Female,Valley Hospital,Springfield,Illinois,Pharmacy,Pharmacist,PhD,2024-04-04,1985-07-19,Average,No,Day,Advanced,115971,157547,
HC-670163,Theodore,Wilson,Female,Hope Wellness Center,Miami,Florida,Admin,Admin Assistant,High School,2020-01-06,1995-02-12,Average,No,Night,None,40907,41776,
HC-832958,Steven,Osborne,Female,Sunrise Medical,Chicago,Illinois,Pharmacy,Pharmacist,PhD,2013-03-26,1981-02-27,Good,Yes,Day,Specialized,110527,151516,
HC-261246,Steven,Williams,Female,Sunrise Medical,Los Angeles,California,Radiology,MRI Technician,Bachelor,2024-04-14,1986-04-17,Needs Improvement,No,Night,Specialized,122526,140524,
HC-268037,Kristi,Johnson,Male,Valley Hospital,San Diego,California,Cardiology,Technician,Associate,2020-03-30,1978-04-23,Average,No,Day,None,139058,163167,
HC-299893,Nicholas,Henderson,Male,Mercy Hospital,Dallas,Texas,Oncology,Oncologist,MD,2018-07-12,1995-12-28,Good,No,Night,None,95587,138721,
HC-698845,Nancy,Sandoval,Male,Valley Hospital,Tampa,Florida,Admin,Billing Specialist,Bachelor,2015-04-04,1988-10-23,Average,No,Day,Specialized,89605,107683,
HC-778992,Erin,Fischer,Male,Unity Health,Buffalo,New York,Emergency,ER Nurse,Bachelor,2015-08-21,1982-01-21,Outstanding,No,Evening,None,85665,104361,
HC-992569,Lauren,Perez,Female,General Health Center,Chicago,Illinois,Emergency,Paramedic,Associate,2014-12-24,1974-10-20,Average,No,Night,None,98371,110636,
HC-102735,Scott,Larson,Male,Unity Health,Austin,Texas,Pharmacy,Inventory Clerk,High School,2022-09-27,1986-12-06,Average,No,Night,Basic,121218,133037,
HC-795366,Ashley,Green,Male,Lakeside Clinic,San Francisco,California,Emergency,ER Doctor,MD,2022-11-03,1978-02-28,Average,No,Night,Advanced,60274,90931,
HC-794371,Tanner,Campbell,Male,Valley Hospital,New York City,New York,Cardiology,Technician,Associate,2018-07-11,1986-02-08,Average,No,Night,Basic,80154,92367,
HC-712108,Sarah,Lee,Male,Valley Hospital,Orlando,Florida,Admin,Admin Assistant,High School,2020-02-04,1986-06-05,Average,Yes,Day,Specialized,124523,136664,
HC-786826,Tiffany,Sanchez,Female,Hope Wellness Center,San Francisco,California,Admin,Receptionist,High School,2020-03-31,1987-10-24,Outstanding,No,Night,None,46948,48838,
HC-738976,Sandra,Norris,Female,Hope Wellness Center,Miami,Florida,Admin,Admin Assistant,High School,2021-10-24,1976-02-05,Average,No,Day,Basic,87114,92896,
HC-480887,Kristin,Martin,Male,Metro Medical,Rochester,New York,Emergency,Paramedic,Associate,2019-05-14,1983-01-30,Good,No,Day,Basic,74412,86337,2022-07-04
HC-519432,Lisa,Brown,Female,Lakeside Clinic,New York City,New York,Pediatrics,Child Therapist,Master,2016-03-30,1978-03-30,Good,No,Night,None,96973,123539,2018-12-05
HC-185610,Katherine,Nelson,Female,Metro Medical,Tampa,Florida,Emergency,Paramedic,Associate,2020-09-23,1987-02-26,Good,No,Evening,Specialized,87930,96043,
HC-318058,Pamela,Shaffer,Female,Lakeside Clinic,Dallas,Texas,Pediatrics,Pediatrician,MD,2020-06-20,1994-01-11,Good,No,Night,Specialized,51310,70905,
HC-385080,Lisa,Ponce,Male,Unity Health,Springfield,Illinois,Oncology,Lab Technician,Bachelor,2019-09-08,1976-03-17,Outstanding,Yes,Day,Advanced,48452,59826,
HC-549415,Devin,Davis,Male,General Health Center,Buffalo,New York,Pediatrics,Pediatric Nurse,Bachelor,2019-08-25,1977-02-26,Good,No,Night,Basic,125469,154578,
HC-144195,David,Underwood,Female,Lakeside Clinic,Austin,Texas,Radiology,Radiologist,MD,2018-04-04,1980-08-20,Average,No,Night,None,76023,108468,
HC-444246,Daniel,Huff,Female,Sunrise Medical,Houston,Texas,Admin,Receptionist,High School,2023-11-24,1999-08-21,Average,Yes,Day,None,102024,103223,
HC-756759,Anthony,Smith,Female,Hope Wellness Center,Rochester,New York,Admin,Admin Assistant,High School,2019-02-07,1987-09-26,Good,No,Night,Advanced,110259,114697,2020-10-01
HC-874558,Debra,Harris,Male,Valley Hospital,San Francisco,California,Emergency,ER Nurse,Bachelor,2016-10-13,1986-05-12,Average,No,Day,None,115539,139484,2019-09-10
HC-282777,David,Jones,Male,Hope Wellness Center,San Francisco,California,Pharmacy,Pharmacy Technician,Bachelor,2015-09-03,1977-04-07,Good,No,Evening,Advanced,136340,167971,
HC-666300,Deborah,Coleman,Male,Lakeside Clinic,Miami,Florida,Emergency,ER Doctor,MD,2024-12-04,1987-08-27,Needs Improvement,Yes,Night,Basic,42805,63276,2025-10-07
HC-968465,Sophia,Goodman,Male,General Health Center,Austin,Texas,Emergency,ER Doctor,MD,2019-05-14,1976-03-14,Good,No,Day,Advanced,99877,151351,
HC-941131,Joseph,Taylor,Female,Lakeside Clinic,Orlando,Florida,Admin,Admin Assistant,High School,2014-10-10,1977-02-13,Good,No,Evening,Basic,139967,148925,
HC-789539,Marissa,Rodriguez,Male,Valley Hospital,San Diego,California,Pharmacy,Inventory Clerk,High School,2024-09-07,1988-08-31,Average,Yes,Evening,Basic,126192,137865,
HC-746874,Christine,Baldwin,Male,Mercy Hospital,Rochester,New York,Oncology,Oncologist,MD,2017-04-24,1973-09-25,Good,No,Evening,Specialized,105564,161038,
HC-125680,Robert,Miles,Male,Lakeside Clinic,Houston,Texas,Cardiology,Technician,Associate,2020-07-13,1990-11-06,Outstanding,No,Evening,None,40188,45890,
HC-208990,Mark,Clark,Male,Sunrise Medical,Los Angeles,California,Radiology,X-Ray Technician,Associate,2020-10-05,1981-12-29,Average,Yes,Day,Basic,67664,78862,
HC-498647,Levi,Maddox,Female,Hope Wellness Center,San Francisco,California,Pharmacy,Pharmacist,PhD,2016-05-26,1989-02-16,Good,No,Evening,Advanced,103372,139154,
HC-811337,Danielle,Wood,Female,Valley Hospital,Chicago,Illinois,Admin,Admin Assistant,High School,2013-07-14,1980-04-08,Average,No,Day,None,91530,96736,
HC-782493,Cheryl,Montoya,Female,General Health Center,Naperville,Illinois,Admin,Receptionist,High School,2023-08-28,1992-12-19,Good,Yes,Night,Advanced,95701,98417,2024-11-22
HC-153076,Isaac,Lee,Female,Unity Health,Los Angeles,California,Pediatrics,Child Therapist,Master,2023-03-12,1986-07-22,Outstanding,Yes,Night,Specialized,60884,76175,
HC-978326,Brittany,Petersen,Female,Unity Health,Rochester,New York,Cardiology,Cardiac Nurse,Bachelor,2019-07-06,1982-09-10,Good,No,Evening,Specialized,90638,104899,2021-05-11
HC-354611,Stacy,Doyle,Male,Valley Hospital,Orlando,Florida,Cardiology,Cardiologist,MD,2023-08-17,1984-11-15,Good,No,Day,Advanced,97602,145268,2025-07-05
HC-238444,George,Holmes,Female,Metro Medical,Naperville,Illinois,Admin,Billing Specialist,Bachelor,2019-05-03,1997-12-04,Good,No,Night,None,128384,143553,
HC-159544,Tyler,Williams,Male,Mercy Hospital,Houston,Texas,Pharmacy,Pharmacist,PhD,2021-06-30,1986-08-31,Good,No,Day,Advanced,124009,176930,2022-02-13
HC-582558,Christopher,Parks,Male,General Health Center,New York City,New York,Emergency,ER Nurse,Bachelor,2020-11-21,1977-10-26,Good,No,Day,None,74623,91936,
HC-912529,Lindsey,Ward,Female,Mercy Hospital,San Francisco,California,Admin,Admin Assistant,High School,2013-10-14,1987-10-27,Average,Yes,Day,Basic,42019,43710,
HC-431383,Rhonda,Howard,Male,Unity Health,Houston,Texas,Radiology,MRI Technician,Bachelor,2018-04-13,1985-09-13,Outstanding,No,Evening,Basic,68154,82466,
